Id,Calories,TotalIntensity,AverageIntensity,StepTotal,Date,Time
1844505072,56,0,0.0,0,2016-04-25,05:00:00
1844505072,56,0,0.0,0,2016-04-25,06:00:00
1844505072,56,0,0.0,0,2016-04-25,07:00:00
1844505072,56,0,0.0,0,2016-04-25,08:00:00
1844505072,56,0,0.0,0,2016-04-25,09:00:00
1844505072,56,0,0.0,0,2016-04-25,10:00:00
1844505072,56,0,0.0,0,2016-04-25,11:00:00
1844505072,56,0,0.0,0,2016-04-25,12:00:00
1844505072,56,0,0.0,0,2016-04-25,13:00:00
1844505072,56,0,0.0,0,2016-04-25,14:00:00
1844505072,56,0,0.0,0,2016-04-25,15:00:00
1844505072,56,0,0.0,0,2016-04-25,16:00:00
1844505072,56,0,0.0,0,2016-04-25,17:00:00
1844505072,56,0,0.0,0,2016-04-25,18:00:00
1844505072,56,0,0.0,0,2016-04-25,19:00:00
1844505072,56,0,0.0,0,2016-04-25,20:00:00
1844505072,56,0,0.0,0,2016-04-25,21:00:00
1844505072,56,0,0.0,0,2016-04-25,22:00:00
1844505072,56,0,0.0,0,2016-04-25,23:00:00
1844505072,56,0,0.0,0,2016-04-26,00:00:00
1844505072,56,0,0.0,0,2016-04-26,01:00:00
1844505072,56,0,0.0,0,2016-04-26,02:00:00
1844505072,56,0,0.0,0,2016-04-26,03:00:00
1844505072,56,0,0.0,0,2016-04-26,04:00:00
1844505072,56,0,0.0,0,2016-04-26,05:00:00
1844505072,56,0,0.0,0,2016-04-26,06:00:00
1844505072,56,0,0.0,0,2016-04-26,07:00:00
1844505072,56,0,0.0,0,2016-04-26,08:00:00
1844505072,56,0,0.0,0,2016-04-26,09:00:00
1844505072,56,0,0.0,0,2016-04-26,10:00:00
1844505072,56,0,0.0,0,2016-04-26,11:00:00
1844505072,56,0,0.0,0,2016-04-26,12:00:00
1844505072,56,0,0.0,0,2016-04-26,13:00:00
1844505072,56,0,0.0,0,2016-04-26,14:00:00
1844505072,56,0,0.0,0,2016-04-26,15:00:00
1844505072,56,0,0.0,0,2016-04-26,16:00:00
1844505072,56,0,0.0,0,2016-04-26,17:00:00
1844505072,56,0,0.0,0,2016-04-26,18:00:00
1844505072,56,0,0.0,0,2016-04-26,19:00:00
1844505072,56,0,0.0,0,2016-04-26,20:00:00
1844505072,56,0,0.0,0,2016-04-26,21:00:00
1844505072,56,0,0.0,0,2016-04-26,22:00:00
1844505072,56,0,0.0,0,2016-04-26,23:00:00
1844505072,56,0,0.0,0,2016-04-27,00:00:00
1844505072,56,0,0.0,0,2016-04-27,01:00:00
1844505072,56,0,0.0,0,2016-04-27,02:00:00
1844505072,56,0,0.0,0,2016-04-27,03:00:00
1844505072,56,0,0.0,0,2016-04-27,04:00:00
1844505072,56,0,0.0,0,2016-04-27,05:00:00
1844505072,56,0,0.0,0,2016-04-27,06:00:00
1844505072,56,0,0.0,0,2016-04-27,07:00:00
1844505072,56,0,0.0,0,2016-04-27,08:00:00
1844505072,56,0,0.0,0,2016-04-27,09:00:00
1844505072,56,0,0.0,0,2016-04-27,10:00:00
1844505072,56,0,0.0,0,2016-04-27,11:00:00
1844505072,56,0,0.0,0,2016-04-27,12:00:00
1844505072,56,0,0.0,0,2016-04-27,13:00:00
1844505072,58,1,0.016667,4,2016-04-27,14:00:00
1844505072,56,0,0.0,0,2016-04-27,15:00:00
1844505072,56,0,0.0,0,2016-04-27,16:00:00
1844505072,56,0,0.0,0,2016-04-27,17:00:00
1844505072,56,0,0.0,0,2016-04-27,18:00:00
1844505072,56,0,0.0,0,2016-04-27,19:00:00
1844505072,56,0,0.0,0,2016-04-27,20:00:00
1844505072,56,0,0.0,0,2016-04-27,21:00:00
1844505072,56,0,0.0,0,2016-04-27,22:00:00
1844505072,56,0,0.0,0,2016-04-27,23:00:00
1844505072,56,0,0.0,0,2016-04-28,00:00:00
1844505072,56,0,0.0,0,2016-04-28,01:00:00
1844505072,56,0,0.0,0,2016-04-28,02:00:00
1844505072,56,0,0.0,0,2016-04-28,03:00:00
1844505072,56,0,0.0,0,2016-04-28,04:00:00
1844505072,56,0,0.0,0,2016-04-28,05:00:00
1844505072,56,0,0.0,0,2016-04-28,06:00:00
1844505072,56,0,0.0,0,2016-04-28,07:00:00
1844505072,56,0,0.0,0,2016-04-28,08:00:00
1844505072,56,0,0.0,0,2016-04-28,09:00:00
1844505072,71,6,0.1,205,2016-04-28,10:00:00
1844505072,118,26,0.433333,788,2016-04-28,11:00:00
1844505072,122,34,0.566667,705,2016-04-28,12:00:00
1844505072,89,16,0.266667,284,2016-04-28,13:00:00
1844505072,101,21,0.35,454,2016-04-28,14:00:00
1844505072,113,31,0.516667,534,2016-04-28,15:00:00
1844505072,94,17,0.283333,332,2016-04-28,16:00:00
1844505072,114,25,0.416667,777,2016-04-28,17:00:00
1844505072,79,10,0.166667,151,2016-04-28,18:00:00
1844505072,89,11,0.183333,335,2016-04-28,19:00:00
1844505072,85,12,0.2,208,2016-04-28,20:00:00
1844505072,148,50,0.833333,1001,2016-04-28,21:00:00
1844505072,122,27,0.45,861,2016-04-28,22:00:00
1844505072,88,16,0.266667,264,2016-04-28,23:00:00
1844505072,72,5,0.083333,68,2016-04-29,00:00:00
1844505072,78,10,0.166667,184,2016-04-29,01:00:00
1844505072,56,0,0.0,0,2016-04-29,02:00:00
1844505072,56,0,0.0,0,2016-04-29,03:00:00
1844505072,56,0,0.0,0,2016-04-29,04:00:00
1844505072,56,0,0.0,0,2016-04-29,05:00:00
1844505072,56,0,0.0,0,2016-04-29,06:00:00
1844505072,56,0,0.0,0,2016-04-29,07:00:00
1844505072,56,0,0.0,0,2016-04-29,08:00:00
1844505072,77,11,0.183333,232,2016-04-29,09:00:00
1844505072,105,25,0.416667,431,2016-04-29,10:00:00
1844505072,130,36,0.6,845,2016-04-29,11:00:00
1844505072,60,2,0.033333,53,2016-04-29,12:00:00
1844505072,56,0,0.0,0,2016-04-29,13:00:00
1844505072,95,18,0.3,542,2016-04-29,14:00:00
1844505072,61,2,0.033333,57,2016-04-29,15:00:00
1844505072,70,7,0.116667,114,2016-04-29,16:00:00
1844505072,82,13,0.216667,196,2016-04-29,17:00:00
1844505072,104,24,0.4,405,2016-04-29,18:00:00
1844505072,93,18,0.3,322,2016-04-29,19:00:00
1844505072,115,29,0.483333,665,2016-04-29,20:00:00
1844505072,78,10,0.166667,133,2016-04-29,21:00:00
1844505072,112,28,0.466667,538,2016-04-29,22:00:00
1844505072,75,9,0.15,135,2016-04-29,23:00:00
1844505072,57,0,0.0,0,2016-04-30,00:00:00
1844505072,56,0,0.0,0,2016-04-30,01:00:00
1844505072,56,0,0.0,0,2016-04-30,02:00:00
1844505072,56,0,0.0,0,2016-04-30,03:00:00
1844505072,56,0,0.0,0,2016-04-30,04:00:00
1844505072,56,0,0.0,0,2016-04-30,05:00:00
1844505072,56,0,0.0,0,2016-04-30,06:00:00
1844505072,56,0,0.0,0,2016-04-30,07:00:00
1844505072,56,0,0.0,0,2016-04-30,08:00:00
1844505072,56,0,0.0,0,2016-04-30,09:00:00
1844505072,103,22,0.366667,612,2016-04-30,10:00:00
1844505072,107,27,0.45,517,2016-04-30,11:00:00
1844505072,109,28,0.466667,551,2016-04-30,12:00:00
1844505072,57,0,0.0,0,2016-04-30,13:00:00
1844505072,69,6,0.1,166,2016-04-30,14:00:00
1844505072,91,16,0.266667,314,2016-04-30,15:00:00
1844505072,72,4,0.066667,191,2016-04-30,16:00:00
1844505072,83,11,0.183333,217,2016-04-30,17:00:00
1844505072,85,12,0.2,276,2016-04-30,18:00:00
1844505072,76,6,0.1,107,2016-04-30,19:00:00
1844505072,81,10,0.166667,154,2016-04-30,20:00:00
1844505072,86,13,0.216667,203,2016-04-30,21:00:00
1844505072,91,16,0.266667,258,2016-04-30,22:00:00
1844505072,92,13,0.216667,448,2016-04-30,23:00:00
1844505072,138,39,0.65,1193,2016-05-01,00:00:00
1844505072,103,22,0.366667,555,2016-05-01,01:00:00
1844505072,117,25,0.416667,773,2016-05-01,02:00:00
1844505072,61,3,0.05,52,2016-05-01,03:00:00
1844505072,56,0,0.0,0,2016-05-01,04:00:00
1844505072,56,0,0.0,0,2016-05-01,05:00:00
1844505072,56,0,0.0,0,2016-05-01,06:00:00
1844505072,56,0,0.0,0,2016-05-01,07:00:00
1844505072,56,0,0.0,0,2016-05-01,08:00:00
1844505072,56,0,0.0,0,2016-05-01,09:00:00
1844505072,56,0,0.0,0,2016-05-01,10:00:00
1844505072,56,0,0.0,0,2016-05-01,11:00:00
1844505072,56,0,0.0,0,2016-05-01,12:00:00
1844505072,56,0,0.0,0,2016-05-01,13:00:00
1844505072,56,0,0.0,0,2016-05-01,14:00:00
1844505072,56,0,0.0,0,2016-05-01,15:00:00
1844505072,56,0,0.0,0,2016-05-01,16:00:00
1844505072,56,0,0.0,0,2016-05-01,17:00:00
1844505072,56,0,0.0,0,2016-05-01,18:00:00
1844505072,56,0,0.0,0,2016-05-01,19:00:00
1844505072,56,0,0.0,0,2016-05-01,20:00:00
1844505072,56,0,0.0,0,2016-05-01,21:00:00
1844505072,56,0,0.0,0,2016-05-01,22:00:00
1844505072,56,0,0.0,0,2016-05-01,23:00:00
1844505072,56,0,0.0,0,2016-05-02,00:00:00
1844505072,57,0,0.0,0,2016-05-02,01:00:00
1844505072,56,0,0.0,0,2016-05-02,02:00:00
1844505072,56,0,0.0,0,2016-05-02,03:00:00
1844505072,56,0,0.0,0,2016-05-02,04:00:00
1844505072,56,0,0.0,0,2016-05-02,05:00:00
1844505072,56,0,0.0,0,2016-05-02,06:00:00
1844505072,56,0,0.0,0,2016-05-02,07:00:00
1844505072,56,0,0.0,0,2016-05-02,08:00:00
1844505072,56,0,0.0,0,2016-05-02,09:00:00
1844505072,56,0,0.0,0,2016-05-02,10:00:00
1844505072,56,0,0.0,0,2016-05-02,11:00:00
1844505072,56,0,0.0,0,2016-05-02,12:00:00
1844505072,56,0,0.0,0,2016-05-02,13:00:00
1844505072,56,0,0.0,0,2016-05-02,14:00:00
1844505072,56,0,0.0,0,2016-05-02,15:00:00
1844505072,56,0,0.0,0,2016-05-02,16:00:00
1844505072,56,0,0.0,0,2016-05-02,17:00:00
1844505072,56,0,0.0,0,2016-05-02,18:00:00
1844505072,56,0,0.0,0,2016-05-02,19:00:00
1844505072,56,0,0.0,0,2016-05-02,20:00:00
1844505072,56,0,0.0,0,2016-05-02,21:00:00
1844505072,56,0,0.0,0,2016-05-02,22:00:00
1844505072,56,0,0.0,0,2016-05-02,23:00:00
1844505072,56,0,0.0,0,2016-05-03,00:00:00
1844505072,56,0,0.0,0,2016-05-03,01:00:00
1844505072,56,0,0.0,0,2016-05-03,02:00:00
1844505072,56,0,0.0,0,2016-05-03,03:00:00
1844505072,56,0,0.0,0,2016-05-03,04:00:00
1844505072,56,0,0.0,0,2016-05-03,05:00:00
1844505072,56,0,0.0,0,2016-05-03,06:00:00
1844505072,56,0,0.0,0,2016-05-03,07:00:00
1844505072,56,0,0.0,0,2016-05-03,08:00:00
1844505072,56,0,0.0,0,2016-05-03,09:00:00
1844505072,95,18,0.3,486,2016-05-03,10:00:00
1844505072,113,26,0.433333,683,2016-05-03,11:00:00
1844505072,97,20,0.333333,361,2016-05-03,12:00:00
1844505072,70,4,0.066667,95,2016-05-03,13:00:00
1844505072,122,32,0.533333,769,2016-05-03,14:00:00
1844505072,64,3,0.05,80,2016-05-03,15:00:00
1844505072,60,1,0.016667,37,2016-05-03,16:00:00
1844505072,109,25,0.416667,622,2016-05-03,17:00:00
1844505072,62,3,0.05,41,2016-05-03,18:00:00
1844505072,89,15,0.25,265,2016-05-03,19:00:00
1844505072,92,19,0.316667,312,2016-05-03,20:00:00
1844505072,78,11,0.183333,194,2016-05-03,21:00:00
1844505072,66,3,0.05,57,2016-05-03,22:00:00
1844505072,65,4,0.066667,57,2016-05-03,23:00:00
1844505072,56,0,0.0,0,2016-05-04,00:00:00
1844505072,56,0,0.0,0,2016-05-04,01:00:00
1844505072,56,0,0.0,0,2016-05-04,02:00:00
1844505072,56,0,0.0,0,2016-05-04,03:00:00
1844505072,56,0,0.0,0,2016-05-04,04:00:00
1844505072,56,0,0.0,0,2016-05-04,05:00:00
1844505072,56,0,0.0,0,2016-05-04,06:00:00
1844505072,56,0,0.0,0,2016-05-04,07:00:00
1844505072,56,0,0.0,0,2016-05-04,08:00:00
1844505072,56,0,0.0,0,2016-05-04,09:00:00
1844505072,64,4,0.066667,63,2016-05-04,10:00:00
1844505072,117,29,0.483333,720,2016-05-04,11:00:00
1844505072,88,14,0.233333,276,2016-05-04,12:00:00
1844505072,82,12,0.2,208,2016-05-04,13:00:00
1844505072,63,1,0.016667,9,2016-05-04,14:00:00
1844505072,93,16,0.266667,402,2016-05-04,15:00:00
1844505072,88,11,0.183333,402,2016-05-04,16:00:00
1844505072,56,0,0.0,0,2016-05-04,17:00:00
1844505072,56,0,0.0,0,2016-05-04,18:00:00
1844505072,56,0,0.0,0,2016-05-04,19:00:00
1844505072,56,0,0.0,0,2016-05-04,20:00:00
1844505072,56,0,0.0,0,2016-05-04,21:00:00
1844505072,56,0,0.0,0,2016-05-04,22:00:00
1844505072,56,0,0.0,0,2016-05-04,23:00:00
1844505072,56,0,0.0,0,2016-05-05,00:00:00
1844505072,56,0,0.0,0,2016-05-05,01:00:00
1844505072,56,0,0.0,0,2016-05-05,02:00:00
1844505072,56,0,0.0,0,2016-05-05,03:00:00
1844505072,56,0,0.0,0,2016-05-05,04:00:00
1844505072,56,0,0.0,0,2016-05-05,05:00:00
1844505072,56,0,0.0,0,2016-05-05,06:00:00
1844505072,56,0,0.0,0,2016-05-05,07:00:00
1844505072,56,0,0.0,0,2016-05-05,08:00:00
1844505072,56,0,0.0,0,2016-05-05,09:00:00
1844505072,72,8,0.133333,145,2016-05-05,10:00:00
1844505072,106,26,0.433333,423,2016-05-05,11:00:00
1844505072,82,10,0.166667,184,2016-05-05,12:00:00
1844505072,102,22,0.366667,464,2016-05-05,13:00:00
1844505072,111,27,0.45,542,2016-05-05,14:00:00
1844505072,106,27,0.45,479,2016-05-05,15:00:00
1844505072,56,0,0.0,0,2016-05-05,16:00:00
1844505072,56,0,0.0,0,2016-05-05,17:00:00
1844505072,56,0,0.0,0,2016-05-05,18:00:00
1844505072,56,0,0.0,0,2016-05-05,19:00:00
1844505072,56,0,0.0,0,2016-05-05,20:00:00
1844505072,56,0,0.0,0,2016-05-05,21:00:00
1844505072,56,0,0.0,0,2016-05-05,22:00:00
1844505072,56,0,0.0,0,2016-05-05,23:00:00
1844505072,56,0,0.0,0,2016-05-06,00:00:00
1844505072,56,0,0.0,0,2016-05-06,01:00:00
1844505072,56,0,0.0,0,2016-05-06,02:00:00
1844505072,56,0,0.0,0,2016-05-06,03:00:00
1844505072,56,0,0.0,0,2016-05-06,04:00:00
1844505072,56,0,0.0,0,2016-05-06,05:00:00
1844505072,56,0,0.0,0,2016-05-06,06:00:00
1844505072,56,0,0.0,0,2016-05-06,07:00:00
1844505072,56,0,0.0,0,2016-05-06,08:00:00
1844505072,56,0,0.0,0,2016-05-06,09:00:00
1844505072,56,0,0.0,0,2016-05-06,10:00:00
1844505072,56,0,0.0,0,2016-05-06,11:00:00
1844505072,56,0,0.0,0,2016-05-06,12:00:00
1844505072,56,0,0.0,0,2016-05-06,13:00:00
1844505072,56,0,0.0,0,2016-05-06,14:00:00
1844505072,56,0,0.0,0,2016-05-06,15:00:00
1844505072,56,0,0.0,0,2016-05-06,16:00:00
1844505072,56,0,0.0,0,2016-05-06,17:00:00
1844505072,56,0,0.0,0,2016-05-06,18:00:00
1844505072,60,2,0.033333,44,2016-05-06,19:00:00
1844505072,56,0,0.0,0,2016-05-06,20:00:00
1844505072,56,0,0.0,0,2016-05-06,21:00:00
1844505072,56,0,0.0,0,2016-05-06,22:00:00
1844505072,56,0,0.0,0,2016-05-06,23:00:00
1844505072,56,0,0.0,0,2016-05-07,00:00:00
1844505072,56,0,0.0,0,2016-05-07,01:00:00
1844505072,56,0,0.0,0,2016-05-07,02:00:00
1844505072,56,0,0.0,0,2016-05-07,03:00:00
1844505072,56,0,0.0,0,2016-05-07,04:00:00
1844505072,56,0,0.0,0,2016-05-07,05:00:00
1844505072,56,0,0.0,0,2016-05-07,06:00:00
1844505072,56,0,0.0,0,2016-05-07,07:00:00
1844505072,56,0,0.0,0,2016-05-07,08:00:00
1844505072,56,0,0.0,0,2016-05-07,09:00:00
1844505072,56,0,0.0,0,2016-05-07,10:00:00
1844505072,56,0,0.0,0,2016-05-07,11:00:00
1844505072,56,0,0.0,0,2016-05-07,12:00:00
1844505072,56,0,0.0,0,2016-05-07,13:00:00
1844505072,56,0,0.0,0,2016-05-07,14:00:00
1844505072,56,0,0.0,0,2016-05-07,15:00:00
1844505072,56,0,0.0,0,2016-05-07,16:00:00
1844505072,56,0,0.0,0,2016-05-07,17:00:00
1844505072,56,0,0.0,0,2016-05-07,18:00:00
1844505072,56,0,0.0,0,2016-05-07,19:00:00
1844505072,56,0,0.0,0,2016-05-07,20:00:00
1844505072,56,0,0.0,0,2016-05-07,21:00:00
1844505072,56,0,0.0,0,2016-05-07,22:00:00
1844505072,56,0,0.0,0,2016-05-07,23:00:00
1844505072,56,0,0.0,0,2016-05-08,00:00:00
1844505072,56,0,0.0,0,2016-05-08,01:00:00
1844505072,56,0,0.0,0,2016-05-08,02:00:00
1844505072,56,0,0.0,0,2016-05-08,03:00:00
1844505072,56,0,0.0,0,2016-05-08,04:00:00
1844505072,56,0,0.0,0,2016-05-08,05:00:00
1844505072,56,0,0.0,0,2016-05-08,06:00:00
1844505072,56,0,0.0,0,2016-05-08,07:00:00
1844505072,56,0,0.0,0,2016-05-08,08:00:00
1844505072,56,0,0.0,0,2016-05-08,09:00:00
1844505072,56,0,0.0,0,2016-05-08,10:00:00
1844505072,56,0,0.0,0,2016-05-08,11:00:00
1844505072,56,0,0.0,0,2016-05-08,12:00:00
1844505072,56,0,0.0,0,2016-05-08,13:00:00
1844505072,56,0,0.0,0,2016-05-08,14:00:00
1844505072,56,0,0.0,0,2016-05-08,15:00:00
1844505072,56,0,0.0,0,2016-05-08,16:00:00
1844505072,56,0,0.0,0,2016-05-08,17:00:00
1844505072,56,0,0.0,0,2016-05-08,18:00:00
1844505072,56,0,0.0,0,2016-05-08,19:00:00
1844505072,56,0,0.0,0,2016-05-08,20:00:00
1844505072,56,0,0.0,0,2016-05-08,21:00:00
1844505072,56,0,0.0,0,2016-05-08,22:00:00
1844505072,56,0,0.0,0,2016-05-08,23:00:00
1844505072,56,0,0.0,0,2016-05-09,00:00:00
1844505072,56,0,0.0,0,2016-05-09,01:00:00
1844505072,56,0,0.0,0,2016-05-09,02:00:00
1844505072,56,0,0.0,0,2016-05-09,03:00:00
1844505072,56,0,0.0,0,2016-05-09,04:00:00
1844505072,56,0,0.0,0,2016-05-09,05:00:00
1844505072,56,0,0.0,0,2016-05-09,06:00:00
1844505072,56,0,0.0,0,2016-05-09,07:00:00
1844505072,56,0,0.0,0,2016-05-09,08:00:00
1844505072,56,0,0.0,0,2016-05-09,09:00:00
1844505072,56,0,0.0,0,2016-05-09,10:00:00
1844505072,56,0,0.0,0,2016-05-09,11:00:00
1844505072,56,0,0.0,0,2016-05-09,12:00:00
1844505072,56,0,0.0,0,2016-05-09,13:00:00
1844505072,56,0,0.0,0,2016-05-09,14:00:00
1844505072,56,0,0.0,0,2016-05-09,15:00:00
1844505072,56,0,0.0,0,2016-05-09,16:00:00
1844505072,56,0,0.0,0,2016-05-09,17:00:00
1844505072,56,0,0.0,0,2016-05-09,18:00:00
1844505072,56,0,0.0,0,2016-05-09,19:00:00
1844505072,56,0,0.0,0,2016-05-09,20:00:00
1844505072,56,0,0.0,0,2016-05-09,21:00:00
1844505072,56,0,0.0,0,2016-05-09,22:00:00
1844505072,56,0,0.0,0,2016-05-09,23:00:00
1844505072,56,0,0.0,0,2016-05-10,00:00:00
1844505072,56,0,0.0,0,2016-05-10,01:00:00
1844505072,56,0,0.0,0,2016-05-10,02:00:00
1844505072,56,0,0.0,0,2016-05-10,03:00:00
1844505072,56,0,0.0,0,2016-05-10,04:00:00
1844505072,56,0,0.0,0,2016-05-10,05:00:00
1844505072,56,0,0.0,0,2016-05-10,06:00:00
1844505072,56,0,0.0,0,2016-05-10,07:00:00
1844505072,56,0,0.0,0,2016-05-10,08:00:00
1844505072,56,0,0.0,0,2016-05-10,09:00:00
1844505072,56,0,0.0,0,2016-05-10,10:00:00
1844505072,56,0,0.0,0,2016-05-10,11:00:00
1844505072,56,0,0.0,0,2016-05-10,12:00:00
1844505072,56,0,0.0,0,2016-05-10,13:00:00
1844505072,56,0,0.0,0,2016-05-10,14:00:00
1844505072,56,0,0.0,0,2016-05-10,15:00:00
1844505072,56,0,0.0,0,2016-05-10,16:00:00
1844505072,56,0,0.0,0,2016-05-10,17:00:00
1844505072,56,0,0.0,0,2016-05-10,18:00:00
1844505072,56,0,0.0,0,2016-05-10,19:00:00
1844505072,56,0,0.0,0,2016-05-10,20:00:00
1844505072,56,0,0.0,0,2016-05-10,21:00:00
1844505072,56,0,0.0,0,2016-05-10,22:00:00
1844505072,56,0,0.0,0,2016-05-10,23:00:00
1844505072,56,0,0.0,0,2016-05-11,00:00:00
1844505072,56,0,0.0,0,2016-05-11,01:00:00
1844505072,56,0,0.0,0,2016-05-11,02:00:00
1844505072,56,0,0.0,0,2016-05-11,03:00:00
1844505072,56,0,0.0,0,2016-05-11,04:00:00
1844505072,56,0,0.0,0,2016-05-11,05:00:00
1844505072,56,0,0.0,0,2016-05-11,06:00:00
1844505072,56,0,0.0,0,2016-05-11,07:00:00
1844505072,56,0,0.0,0,2016-05-11,08:00:00
1844505072,56,0,0.0,0,2016-05-11,09:00:00
1844505072,56,0,0.0,0,2016-05-11,10:00:00
1844505072,56,0,0.0,0,2016-05-11,11:00:00
1844505072,56,0,0.0,0,2016-05-11,12:00:00
1844505072,56,0,0.0,0,2016-05-11,13:00:00
1844505072,56,0,0.0,0,2016-05-11,14:00:00
1844505072,56,0,0.0,0,2016-05-11,15:00:00
1844505072,56,0,0.0,0,2016-05-11,16:00:00
1844505072,56,0,0.0,0,2016-05-11,17:00:00
1844505072,56,0,0.0,0,2016-05-11,18:00:00
1844505072,56,0,0.0,0,2016-05-11,19:00:00
1844505072,56,0,0.0,0,2016-05-11,20:00:00
1844505072,56,0,0.0,0,2016-05-11,21:00:00
1844505072,56,0,0.0,0,2016-05-11,22:00:00
1844505072,56,0,0.0,0,2016-05-11,23:00:00
1844505072,56,0,0.0,0,2016-05-12,00:00:00
1844505072,56,0,0.0,0,2016-05-12,01:00:00
1844505072,56,0,0.0,0,2016-05-12,02:00:00
1844505072,56,0,0.0,0,2016-05-12,03:00:00
1844505072,56,0,0.0,0,2016-05-12,04:00:00
1844505072,56,0,0.0,0,2016-05-12,05:00:00
1844505072,56,0,0.0,0,2016-05-12,06:00:00
1844505072,56,0,0.0,0,2016-05-12,07:00:00
1844505072,56,0,0.0,0,2016-05-12,08:00:00
1844505072,56,0,0.0,0,2016-05-12,09:00:00
1844505072,56,0,0.0,0,2016-05-12,10:00:00
1927972279,85,0,0.0,0,2016-04-12,00:00:00
1927972279,85,0,0.0,0,2016-04-12,01:00:00
1927972279,85,0,0.0,0,2016-04-12,02:00:00
1927972279,84,0,0.0,0,2016-04-12,03:00:00
1927972279,87,1,0.016667,4,2016-04-12,04:00:00
1927972279,85,0,0.0,0,2016-04-12,05:00:00
1927972279,90,2,0.033333,20,2016-04-12,06:00:00
1927972279,85,0,0.0,0,2016-04-12,07:00:00
1927972279,85,0,0.0,0,2016-04-12,08:00:00
1927972279,85,0,0.0,0,2016-04-12,09:00:00
1927972279,85,0,0.0,0,2016-04-12,10:00:00
1927972279,89,2,0.033333,17,2016-04-12,11:00:00
1927972279,84,0,0.0,0,2016-04-12,12:00:00
1927972279,85,0,0.0,0,2016-04-12,13:00:00
1927972279,111,9,0.15,169,2016-04-12,14:00:00
1927972279,93,2,0.033333,12,2016-04-12,15:00:00
1927972279,102,5,0.083333,77,2016-04-12,16:00:00
1927972279,117,13,0.216667,119,2016-04-12,17:00:00
1927972279,88,0,0.0,0,2016-04-12,18:00:00
1927972279,92,2,0.033333,28,2016-04-12,19:00:00
1927972279,97,4,0.066667,32,2016-04-12,20:00:00
1927972279,109,9,0.15,105,2016-04-12,21:00:00
1927972279,94,3,0.05,50,2016-04-12,22:00:00
1927972279,93,3,0.05,45,2016-04-12,23:00:00
1927972279,90,1,0.016667,4,2016-04-13,00:00:00
1927972279,92,2,0.033333,16,2016-04-13,01:00:00
1927972279,91,2,0.033333,17,2016-04-13,02:00:00
1927972279,87,0,0.0,0,2016-04-13,03:00:00
1927972279,91,2,0.033333,12,2016-04-13,04:00:00
1927972279,86,0,0.0,0,2016-04-13,05:00:00
1927972279,86,0,0.0,0,2016-04-13,06:00:00
1927972279,86,0,0.0,0,2016-04-13,07:00:00
1927972279,86,0,0.0,0,2016-04-13,08:00:00
1927972279,102,6,0.1,79,2016-04-13,09:00:00
1927972279,86,0,0.0,0,2016-04-13,10:00:00
1927972279,88,1,0.016667,5,2016-04-13,11:00:00
1927972279,86,0,0.0,0,2016-04-13,12:00:00
1927972279,86,0,0.0,0,2016-04-13,13:00:00
1927972279,86,0,0.0,0,2016-04-13,14:00:00
1927972279,86,0,0.0,0,2016-04-13,15:00:00
1927972279,86,0,0.0,0,2016-04-13,16:00:00
1927972279,110,9,0.15,115,2016-04-13,17:00:00
1927972279,109,9,0.15,108,2016-04-13,18:00:00
1927972279,86,0,0.0,0,2016-04-13,19:00:00
1927972279,86,0,0.0,0,2016-04-13,20:00:00
1927972279,86,0,0.0,0,2016-04-13,21:00:00
1927972279,86,0,0.0,0,2016-04-13,22:00:00
1927972279,86,0,0.0,0,2016-04-13,23:00:00
1927972279,86,0,0.0,0,2016-04-14,00:00:00
1927972279,86,0,0.0,0,2016-04-14,01:00:00
1927972279,86,0,0.0,0,2016-04-14,02:00:00
1927972279,86,0,0.0,0,2016-04-14,03:00:00
1927972279,86,0,0.0,0,2016-04-14,04:00:00
1927972279,86,0,0.0,0,2016-04-14,05:00:00
1927972279,86,0,0.0,0,2016-04-14,06:00:00
1927972279,86,0,0.0,0,2016-04-14,07:00:00
1927972279,86,0,0.0,0,2016-04-14,08:00:00
1927972279,86,0,0.0,0,2016-04-14,09:00:00
1927972279,86,0,0.0,0,2016-04-14,10:00:00
1927972279,86,0,0.0,0,2016-04-14,11:00:00
1927972279,86,0,0.0,0,2016-04-14,12:00:00
1927972279,86,0,0.0,0,2016-04-14,13:00:00
1927972279,92,2,0.033333,54,2016-04-14,14:00:00
1927972279,183,34,0.566667,959,2016-04-14,15:00:00
1927972279,147,20,0.333333,440,2016-04-14,16:00:00
1927972279,144,19,0.316667,388,2016-04-14,17:00:00
1927972279,118,10,0.166667,143,2016-04-14,18:00:00
1927972279,107,7,0.116667,70,2016-04-14,19:00:00
1927972279,99,4,0.066667,22,2016-04-14,20:00:00
1927972279,101,5,0.083333,46,2016-04-14,21:00:00
1927972279,99,4,0.066667,34,2016-04-14,22:00:00
1927972279,88,1,0.016667,7,2016-04-14,23:00:00
1927972279,88,1,0.016667,5,2016-04-15,00:00:00
1927972279,86,0,0.0,0,2016-04-15,01:00:00
1927972279,87,0,0.0,0,2016-04-15,02:00:00
1927972279,87,0,0.0,0,2016-04-15,03:00:00
1927972279,102,5,0.083333,94,2016-04-15,04:00:00
1927972279,87,0,0.0,0,2016-04-15,05:00:00
1927972279,86,0,0.0,0,2016-04-15,06:00:00
1927972279,86,0,0.0,0,2016-04-15,07:00:00
1927972279,87,0,0.0,0,2016-04-15,08:00:00
